case_id,event_position,name,timestamp,org:resource,anomaly,isAnomaly
173715,1,A_PARTLYSUBMITTED+COMPLETE,59:10.8,112,Normal,0
173715,2,A_PREACCEPTED+COMPLETE,59:42.7,112,Normal,0
173715,3,W_Completeren aanvraag+SCHEDULE,59:43.1,112,Normal,0
173712,3,W_Afhandelen leads+START,08:36.7,10912,Normal,0
173712,4,A_PREACCEPTED+COMPLETE,10:24.7,10912,Normal,0
173712,5,W_Completeren aanvraag+SCHEDULE,10:24.8,10912,Normal,0
173712,6,W_Afhandelen leads+COMPLETE,10:25.8,10912,Normal,0
173706,3,W_Afhandelen leads+START,15:43.9,10912,Normal,0
173706,4,A_PREACCEPTED+COMPLETE,16:49.0,10912,Normal,0
173706,5,W_Completeren aanvraag+SCHEDULE,16:49.0,10912,Normal,0
173706,6,W_Afhandelen leads+COMPLETE,16:49.8,10912,Normal,0
173709,4,W_Completeren aanvraag+START,26:42.2,10912,Normal,0
173709,5,W_Completeren aanvraag+COMPLETE,27:07.9,10912,Normal,0
173718,0,A_SUBMITTED+COMPLETE,37:39.4,112,Normal,0
173718,1,A_PARTLYSUBMITTED+COMPLETE,37:39.7,112,Normal,0
173718,2,A_PREACCEPTED+COMPLETE,38:21.0,112,Normal,0
173718,3,W_Completeren aanvraag+SCHEDULE,38:21.4,112,Normal,0
173718,4,W_Completeren aanvraag+START,38:48.5,,Normal,0
173718,5,A_ACCEPTED+COMPLETE,42:22.0,10862,Normal,0
173718,7,O_SELECTED+COMPLETE,44:40.7,10862,Normal,0
173718,6,A_FINALIZED+COMPLETE,44:40.7,10862,Normal,0
173718,8,O_CREATED+COMPLETE,44:42.7,10862,Normal,0
173718,9,O_SENT+COMPLETE,44:42.7,10862,Normal,0
173718,10,W_Nabellen offertes+SCHEDULE,44:42.8,,Normal,0
173718,11,W_Completeren aanvraag+COMPLETE,44:44.0,,Normal,0
173718,12,W_Nabellen offertes+START,44:54.0,,Normal,0
173718,13,W_Nabellen offertes+COMPLETE,44:59.0,,Normal,0
173718,14,W_Nabellen offertes+START,45:27.3,,Normal,0
173718,15,O_SELECTED+COMPLETE,46:52.9,10862,Normal,0
173718,16,O_CANCELLED+COMPLETE,46:52.9,10862,Normal,0
173718,17,O_CREATED+COMPLETE,46:54.2,10862,Normal,0
173718,18,O_SENT+COMPLETE,46:54.2,10862,Normal,0
173718,19,W_Nabellen offertes+SCHEDULE,46:54.3,,Normal,0
173718,20,W_Nabellen offertes+COMPLETE,46:56.6,,Normal,0
173718,21,W_Nabellen offertes+START,47:14.2,,Normal,0
173718,22,W_Nabellen offertes+COMPLETE,50:20.5,,Normal,0
173718,23,W_Nabellen offertes+START,50:29.5,,Normal,0
173718,24,W_Nabellen offertes+COMPLETE,50:34.7,,Normal,0
173721,0,A_SUBMITTED+COMPLETE,07:34.3,112,Normal,0
173721,1,A_PARTLYSUBMITTED+COMPLETE,07:34.9,112,Normal,0
173721,2,A_PREACCEPTED+COMPLETE,08:17.1,112,Normal,0
173721,3,W_Completeren aanvraag+SCHEDULE,08:17.5,112,Normal,0
173721,4,W_Completeren aanvraag+START,09:08.6,10939,Normal,0
173721,6,A_ACCEPTED+COMPLETE,18:36.3,10939,Early,1
173721,7,A_FINALIZED+COMPLETE,20:47.6,10939,Early,1
173721,5,O_SELECTED+COMPLETE,20:47.6,10939,Early,1
173721,8,O_CREATED+COMPLETE,20:49.0,10939,Early,1
173721,9,O_SENT+COMPLETE,20:49.1,10939,Early,1
173721,10,W_Nabellen offertes+SCHEDULE,20:49.2,10939,Early,1
173721,11,W_Completeren aanvraag+COMPLETE,20:50.3,10939,Early,1
173721,12,W_Nabellen offertes+START,21:20.8,10939,Early,1
173721,13,W_Nabellen offertes+COMPLETE,22:52.5,10939,Early,1
173721,14,W_Nabellen offertes+START,26:32.2,10939,Early,1
173694,4,W_Completeren aanvraag+START,31:25.3,10912,Normal,0
173721,15,W_Nabellen offertes+COMPLETE,32:54.4,10939,Early,1
173694,5,W_Completeren aanvraag+COMPLETE,35:59.6,10912,Normal,0
173688,4,W_Completeren aanvraag+START,36:46.4,,Normal,0
173691,4,W_Completeren aanvraag+START,37:32.4,,Normal,0
173703,4,W_Completeren aanvraag+START,37:46.7,10912,Normal,0
173703,5,W_Completeren aanvraag+COMPLETE,40:24.1,10912,Normal,0
173709,6,W_Completeren aanvraag+START,40:40.1,10912,Normal,0
173688,5,A_ACCEPTED+COMPLETE,42:43.3,10862,Normal,0
173709,7,W_Completeren aanvraag+COMPLETE,43:02.6,10912,Normal,0
173691,5,W_Completeren aanvraag+COMPLETE,43:13.2,,Normal,0
173715,4,W_Completeren aanvraag+START,44:00.2,,Normal,0
173688,6,O_SELECTED+COMPLETE,45:09.2,10862,Normal,0
173688,7,A_FINALIZED+COMPLETE,45:09.2,10862,Normal,0
173688,8,O_CREATED+COMPLETE,45:11.2,10862,Normal,0
173688,9,O_SENT+COMPLETE,45:11.4,10862,Normal,0
173688,10,W_Nabellen offertes+SCHEDULE,45:11.6,,Normal,0
173688,11,W_Completeren aanvraag+COMPLETE,45:13.9,,Normal,0
173715,5,W_Completeren aanvraag+COMPLETE,46:06.3,,Normal,0
173706,7,W_Completeren aanvraag+START,49:28.2,10912,Normal,0
173706,8,W_Completeren aanvraag+COMPLETE,50:14.5,10912,Normal,0
173706,9,W_Completeren aanvraag+START,50:21.5,10912,Normal,0
173724,0,A_SUBMITTED+COMPLETE,52:14.3,112,Normal,0
173724,1,A_PARTLYSUBMITTED+COMPLETE,52:14.6,112,Normal,0
173724,2,W_Afhandelen leads+SCHEDULE,53:00.7,112,Normal,0
173706,10,W_Completeren aanvraag+COMPLETE,53:55.8,10912,Normal,0
173724,3,W_Afhandelen leads+START,04:34.3,10912,Normal,0
173727,0,A_SUBMITTED+COMPLETE,08:46.7,112,Normal,0
173727,1,A_PARTLYSUBMITTED+COMPLETE,08:46.8,112,Normal,0
173727,2,A_DECLINED+COMPLETE,09:30.4,112,Normal,0
173724,4,W_Afhandelen leads+COMPLETE,12:27.6,10912,Normal,0
173688,12,W_Nabellen offertes+START,15:41.3,,Normal,0
173688,13,W_Nabellen offertes+COMPLETE,17:08.9,,Normal,0
173715,6,W_Completeren aanvraag+START,18:51.7,10912,Normal,0
173724,5,W_Afhandelen leads+START,19:56.7,10939,Normal,0
173724,6,A_PREACCEPTED+COMPLETE,20:54.1,10939,Normal,0
173724,7,W_Completeren aanvraag+SCHEDULE,20:54.1,10939,Normal,0
173724,8,W_Afhandelen leads+COMPLETE,20:55.5,10939,Normal,0
173715,7,Random activity 35,21:35.9,Random_0,Insert,1
173715,8,A_ACCEPTED+COMPLETE,24:32.8,10912,Insert,1
173715,9,O_SELECTED+COMPLETE,30:20.6,10912,Insert,1
173715,10,A_FINALIZED+COMPLETE,30:20.6,10912,Insert,1
173715,11,O_CREATED+COMPLETE,30:21.8,10912,Insert,1
173715,12,O_SENT+COMPLETE,30:21.8,10912,Insert,1
173715,13,W_Nabellen offertes+SCHEDULE,30:21.9,10912,Insert,1
173715,14,W_Completeren aanvraag+COMPLETE,30:24.2,10912,Insert,1
173730,0,A_SUBMITTED+COMPLETE,36:08.9,112,Normal,0
173730,1,A_PARTLYSUBMITTED+COMPLETE,36:09.2,112,Normal,0
173730,2,A_PREACCEPTED+COMPLETE,36:59.3,112,Normal,0
173730,3,W_Completeren aanvraag+SCHEDULE,36:59.7,112,Normal,0
173733,0,A_SUBMITTED+COMPLETE,39:34.0,112,Normal,0
173733,1,A_PARTLYSUBMITTED+COMPLETE,39:34.1,112,Normal,0
173733,2,W_Afhandelen leads+SCHEDULE,40:14.8,112,Normal,0
173703,6,W_Completeren aanvraag+START,40:27.0,10912,Normal,0
173712,7,W_Completeren aanvraag+START,59:13.8,11019,Normal,0
173736,0,A_SUBMITTED+COMPLETE,01:58.8,112,Normal,0
173736,1,A_PARTLYSUBMITTED+COMPLETE,01:59.1,112,Normal,0
173703,7,A_CANCELLED+COMPLETE,02:11.1,10912,Normal,0
173703,8,W_Completeren aanvraag+COMPLETE,02:12.6,10912,Normal,0
173736,2,A_PREACCEPTED+COMPLETE,02:44.3,112,Normal,0
173736,3,W_Completeren aanvraag+SCHEDULE,02:44.6,112,Normal,0
173712,8,W_Completeren aanvraag+COMPLETE,03:35.2,11019,Normal,0
173739,0,A_SUBMITTED+COMPLETE,12:58.7,112,Normal,0
173739,1,A_PARTLYSUBMITTED+COMPLETE,12:58.9,112,Normal,0
173739,2,A_PREACCEPTED+COMPLETE,13:42.1,112,Normal,0
173739,3,W_Completeren aanvraag+SCHEDULE,13:42.5,112,Normal,0
173724,9,W_Completeren aanvraag+START,24:12.1,10912,Normal,0
173724,10,W_Completeren aanvraag+COMPLETE,27:08.8,10912,Normal,0
173742,0,A_SUBMITTED+COMPLETE,44:12.6,112,Normal,0
173742,1,A_PARTLYSUBMITTED+COMPLETE,44:12.8,112,Normal,0
173742,2,W_Afhandelen leads+SCHEDULE,44:28.5,112,Normal,0
173730,4,W_Completeren aanvraag+START,52:49.3,10912,Normal,0
173730,5,W_Completeren aanvraag+COMPLETE,55:32.0,10912,Normal,0
173724,11,W_Completeren aanvraag+START,01:52.5,,Normal,0
173724,12,W_Completeren aanvraag+COMPLETE,02:01.8,,Normal,0
173745,0,A_SUBMITTED+COMPLETE,08:16.3,112,Normal,0
173745,1,A_PARTLYSUBMITTED+COMPLETE,08:16.5,112,Normal,0
173745,2,W_Afhandelen leads+SCHEDULE,08:29.6,112,Normal,0
173748,0,A_SUBMITTED+COMPLETE,09:16.1,112,Normal,0
173748,1,A_PARTLYSUBMITTED+COMPLETE,09:16.3,112,Normal,0
173748,2,W_Afhandelen leads+SCHEDULE,10:03.0,112,Normal,0
173751,0,A_SUBMITTED+COMPLETE,14:39.4,112,Normal,0
173751,1,A_PARTLYSUBMITTED+COMPLETE,14:39.7,112,Normal,0
173751,2,A_PREACCEPTED+COMPLETE,15:21.1,112,Normal,0
173751,3,W_Completeren aanvraag+SCHEDULE,15:21.5,112,Normal,0
173691,6,W_Completeren aanvraag+START,27:57.8,,Normal,0
173691,7,A_ACCEPTED+COMPLETE,33:54.6,10862,Normal,0
173691,9,O_SELECTED+COMPLETE,35:46.0,10862,Normal,0
173691,8,A_FINALIZED+COMPLETE,35:46.0,10862,Normal,0
173691,10,O_CREATED+COMPLETE,35:47.5,10862,Normal,0
173691,11,O_SENT+COMPLETE,35:47.6,10862,Normal,0
173691,12,W_Nabellen offertes+SCHEDULE,35:47.7,,Normal,0
173691,13,W_Completeren aanvraag+COMPLETE,35:48.8,,Normal,0
173691,14,W_Nabellen offertes+START,36:13.4,,Normal,0
173691,15,W_Nabellen offertes+COMPLETE,36:25.8,,Normal,0
173754,0,A_SUBMITTED+COMPLETE,50:09.8,112,Normal,0
173754,1,A_PARTLYSUBMITTED+COMPLETE,50:11.1,112,Normal,0
173706,11,W_Completeren aanvraag+START,50:26.2,,Normal,0
173754,2,A_PREACCEPTED+COMPLETE,50:51.3,112,Normal,0
173754,3,W_Completeren aanvraag+SCHEDULE,50:51.6,112,Normal,0
173733,3,W_Afhandelen leads+START,54:11.9,10939,Normal,0
173733,4,A_DECLINED+COMPLETE,54:53.0,10939,Normal,0
173733,5,W_Afhandelen leads+COMPLETE,54:56.3,10939,Normal,0
173742,3,W_Afhandelen leads+START,54:59.8,10939,Normal,0
173742,4,A_PREACCEPTED+COMPLETE,56:21.3,10939,Normal,0
173742,5,W_Completeren aanvraag+SCHEDULE,56:21.3,10939,Normal,0
173742,6,W_Afhandelen leads+COMPLETE,56:22.3,10939,Normal,0
173706,12,A_DECLINED+COMPLETE,59:58.6,11111,Normal,0
173706,13,W_Completeren aanvraag+COMPLETE,00:02.5,,Normal,0
173757,0,A_SUBMITTED+COMPLETE,02:58.6,112,Normal,0
173757,1,A_PARTLYSUBMITTED+COMPLETE,02:58.8,112,Normal,0
173757,2,A_DECLINED+COMPLETE,03:36.2,112,Normal,0
173724,13,W_Completeren aanvraag+START,12:31.9,11000,Normal,0
173730,6,W_Completeren aanvraag+START,14:58.5,11203,Normal,0
173730,7,W_Completeren aanvraag+COMPLETE,15:12.4,11203,Normal,0
173760,0,A_SUBMITTED+COMPLETE,15:17.5,112,Normal,0
173724,14,W_Completeren aanvraag+COMPLETE,15:17.7,11000,Normal,0
173760,1,A_PARTLYSUBMITTED+COMPLETE,15:17.8,112,Normal,0
173730,8,W_Completeren aanvraag+START,15:21.2,11203,Normal,0
173760,2,A_PREACCEPTED+COMPLETE,15:57.1,112,Normal,0
173760,3,W_Completeren aanvraag+SCHEDULE,15:57.4,112,Normal,0
173745,3,W_Afhandelen leads+START,19:46.9,10939,Normal,0
173745,4,A_PREACCEPTED+COMPLETE,21:26.2,10939,Normal,0
173745,5,W_Completeren aanvraag+SCHEDULE,21:26.3,10939,Normal,0
173745,6,W_Afhandelen leads+COMPLETE,21:27.4,10939,Normal,0
173748,3,W_Afhandelen leads+START,21:30.4,10939,Normal,0
173748,4,A_PREACCEPTED+COMPLETE,24:16.8,10939,Normal,0
173748,5,W_Completeren aanvraag+SCHEDULE,24:16.8,10939,Normal,0
173748,6,W_Afhandelen leads+COMPLETE,24:17.9,10939,Normal,0
173736,4,W_Completeren aanvraag+START,25:57.0,11019,Normal,0
173739,4,W_Completeren aanvraag+START,26:10.3,11000,Normal,0
173739,5,W_Completeren aanvraag+COMPLETE,27:27.9,11000,Normal,0
173751,4,W_Completeren aanvraag+START,27:54.6,11000,Normal,0
173730,9,W_Completeren aanvraag+COMPLETE,31:19.4,11203,Normal,0
173730,10,W_Completeren aanvraag+START,31:39.1,11203,Normal,0
173751,5,W_Completeren aanvraag+COMPLETE,34:03.4,11000,Normal,0
173754,4,W_Completeren aanvraag+START,34:08.6,11000,Normal,0
173730,11,A_ACCEPTED+COMPLETE,36:06.4,11203,Normal,0
173739,6,W_Completeren aanvraag+START,39:44.1,,Normal,0
173730,12,O_SELECTED+COMPLETE,40:08.3,11203,Normal,0
173730,13,A_FINALIZED+COMPLETE,40:08.3,11203,Normal,0
173736,5,W_Completeren aanvraag+COMPLETE,40:09.6,11019,Normal,0
173730,14,O_CREATED+COMPLETE,40:10.0,11203,Normal,0
173730,15,O_SENT+COMPLETE,40:10.0,11203,Normal,0
173730,16,W_Nabellen offertes+SCHEDULE,40:10.1,11203,Normal,0
173730,17,W_Completeren aanvraag+COMPLETE,40:12.3,11203,Normal,0
173739,7,W_Completeren aanvraag+COMPLETE,42:01.1,,Normal,0
173730,18,W_Nabellen offertes+START,43:00.2,11203,Normal,0
173742,7,W_Completeren aanvraag+START,43:28.9,,Normal,0
173754,5,W_Completeren aanvraag+COMPLETE,44:41.8,11000,Normal,0
173739,8,W_Completeren aanvraag+START,44:57.6,11000,Normal,0
173730,19,W_Nabellen offertes+COMPLETE,48:39.8,11203,Normal,0
173736,6,W_Completeren aanvraag+START,49:16.1,11203,Normal,0
173760,4,W_Completeren aanvraag+START,49:25.8,11019,Normal,0
173745,7,W_Completeren aanvraag+START,49:47.1,,Normal,0
173742,8,W_Completeren aanvraag+COMPLETE,50:01.0,,Normal,0
173739,9,A_ACCEPTED+COMPLETE,54:11.6,11000,Normal,0
173745,8,A_ACCEPTED+COMPLETE,55:34.0,11111,Normal,0
173736,7,W_Completeren aanvraag+COMPLETE,55:45.0,11203,Normal,0
173736,8,W_Completeren aanvraag+START,56:00.6,11203,Normal,0
173760,5,A_ACCEPTED+COMPLETE,56:34.7,11019,Normal,0
173739,11,A_FINALIZED+COMPLETE,56:39.6,11000,Normal,0
173739,10,O_SELECTED+COMPLETE,56:39.6,11000,Normal,0
173739,12,O_CREATED+COMPLETE,56:40.8,11000,Normal,0
173739,13,O_SENT+COMPLETE,56:40.8,11000,Normal,0
173739,14,W_Nabellen offertes+SCHEDULE,56:40.9,11000,Normal,0
173739,15,W_Completeren aanvraag+COMPLETE,56:43.0,11000,Normal,0
173748,7,W_Completeren aanvraag+START,56:55.8,10939,Normal,0
173748,8,W_Completeren aanvraag+COMPLETE,57:08.1,10939,Normal,0
173748,9,W_Completeren aanvraag+START,57:12.4,10939,Normal,0
173748,10,W_Completeren aanvraag+COMPLETE,57:18.1,10939,Normal,0
173754,6,W_Completeren aanvraag+START,57:20.6,10939,Normal,0
173745,9,O_SELECTED+COMPLETE,58:41.9,11111,Normal,0
173745,10,A_FINALIZED+COMPLETE,58:41.9,11111,Normal,0
173745,11,O_CREATED+COMPLETE,58:44.8,11111,Normal,0
173745,12,O_SENT+COMPLETE,58:44.9,11111,Normal,0
173745,13,W_Nabellen offertes+SCHEDULE,58:45.0,,Normal,0
173745,14,W_Completeren aanvraag+COMPLETE,58:47.0,,Normal,0
173754,7,W_Completeren aanvraag+COMPLETE,00:04.3,10939,Normal,0
173748,11,W_Completeren aanvraag+START,00:06.6,,Normal,0
173739,16,W_Nabellen offertes+START,00:15.8,11000,Normal,0
173736,9,A_ACCEPTED+COMPLETE,00:16.0,11203,Normal,0
173739,17,W_Nabellen offertes+COMPLETE,00:21.9,11000,Normal,0
173748,12,W_Completeren aanvraag+COMPLETE,00:29.1,,Normal,0
173760,7,O_SELECTED+COMPLETE,01:43.4,11019,Normal,0
173760,6,A_FINALIZED+COMPLETE,01:43.4,11019,Normal,0
173760,8,O_CREATED+COMPLETE,01:44.3,11019,Normal,0
173760,9,O_SENT+COMPLETE,01:44.4,11019,Normal,0
173760,10,W_Nabellen offertes+SCHEDULE,01:44.4,11019,Normal,0
173760,11,W_Completeren aanvraag+COMPLETE,01:45.6,11019,Normal,0
173748,13,W_Completeren aanvraag+START,01:55.9,11019,Normal,0
173736,10,A_FINALIZED+COMPLETE,05:26.3,11203,Normal,0
173736,11,O_SELECTED+COMPLETE,05:26.3,11203,Normal,0
173736,12,O_CREATED+COMPLETE,05:27.7,11203,Normal,0
173736,13,O_SENT+COMPLETE,05:27.7,11203,Normal,0
173736,14,W_Nabellen offertes+SCHEDULE,05:27.8,11203,Normal,0
173736,15,W_Completeren aanvraag+COMPLETE,05:28.9,11203,Normal,0
173763,0,A_SUBMITTED+COMPLETE,09:22.7,112,Normal,0
173763,1,A_PARTLYSUBMITTED+COMPLETE,09:23.4,112,Normal,0
173763,2,W_Afhandelen leads+SCHEDULE,09:35.0,112,Normal,0
173748,14,W_Completeren aanvraag+COMPLETE,09:35.9,11019,Normal,0
173766,0,A_SUBMITTED+COMPLETE,12:02.3,112,Normal,0
173766,1,A_PARTLYSUBMITTED+COMPLETE,12:02.4,112,Normal,0
173766,2,A_PREACCEPTED+COMPLETE,12:45.1,112,Normal,0
173766,3,W_Completeren aanvraag+SCHEDULE,12:45.5,112,Normal,0
173766,4,W_Completeren aanvraag+START,21:09.6,11019,Normal,0
173748,15,W_Completeren aanvraag+START,27:43.4,11119,Normal,0
173748,16,A_ACCEPTED+COMPLETE,33:22.0,11119,Normal,0
173769,0,A_SUBMITTED+COMPLETE,34:46.8,112,Normal,0
173769,1,A_DECLINED+COMPLETE,35:23.3,112,SkipSequence,1
173763,3,W_Afhandelen leads+START,36:40.9,10939,Normal,0
173748,17,A_FINALIZED+COMPLETE,36:44.8,11119,Normal,0
173748,18,O_SELECTED+COMPLETE,36:44.8,11119,Normal,0
173748,19,O_CREATED+COMPLETE,37:32.6,11119,Normal,0
173748,20,O_SENT+COMPLETE,37:32.7,11119,Normal,0
173748,21,W_Nabellen offertes+SCHEDULE,37:32.8,11119,Normal,0
173748,22,W_Completeren aanvraag+COMPLETE,37:33.9,11119,Normal,0
173748,23,W_Nabellen offertes+START,37:45.6,11119,Normal,0
173763,4,A_DECLINED+COMPLETE,38:40.6,10939,Normal,0
173763,5,W_Afhandelen leads+COMPLETE,38:43.8,10939,Normal,0
173751,6,W_Completeren aanvraag+START,39:01.4,,Normal,0
173748,24,W_Nabellen offertes+COMPLETE,39:20.5,11119,Normal,0
173772,0,A_SUBMITTED+COMPLETE,39:55.8,112,Normal,0
173772,1,A_PARTLYSUBMITTED+COMPLETE,39:55.9,112,Normal,0
173772,2,A_DECLINED+COMPLETE,40:31.1,112,Normal,0
173748,25,W_Nabellen offertes+START,41:24.0,11119,Normal,0
173748,27,O_SELECTED+COMPLETE,42:16.4,11119,Normal,0
173748,26,O_CANCELLED+COMPLETE,42:16.4,11119,Normal,0
173748,28,O_CREATED+COMPLETE,42:17.4,11119,Normal,0
173748,29,O_SENT+COMPLETE,42:17.4,11119,Normal,0
173748,30,W_Nabellen offertes+SCHEDULE,42:17.5,11119,Normal,0
173748,31,W_Nabellen offertes+COMPLETE,42:18.8,11119,Normal,0
173748,32,W_Nabellen offertes+START,42:41.6,11119,Normal,0
173751,7,A_ACCEPTED+COMPLETE,43:08.5,11111,Normal,0
173766,5,W_Completeren aanvraag+COMPLETE,45:56.5,11019,Normal,0
173766,6,W_Completeren aanvraag+START,46:57.4,11203,Normal,0
173766,7,W_Completeren aanvraag+COMPLETE,48:23.7,11203,Normal,0
173748,33,W_Nabellen offertes+COMPLETE,48:25.5,11119,Normal,0
173751,9,O_SELECTED+COMPLETE,49:59.2,11111,Normal,0
173751,8,A_FINALIZED+COMPLETE,49:59.2,11111,Normal,0
173751,10,O_CREATED+COMPLETE,50:01.0,11111,Normal,0
173751,11,O_SENT+COMPLETE,50:01.0,11111,Normal,0
173751,12,W_Nabellen offertes+SCHEDULE,50:01.1,,Normal,0
173751,13,W_Completeren aanvraag+COMPLETE,50:03.4,,Normal,0
173775,0,A_SUBMITTED+COMPLETE,59:00.0,112,Normal,0
173775,1,A_PARTLYSUBMITTED+COMPLETE,59:00.1,112,Normal,0
173775,2,A_PREACCEPTED+COMPLETE,59:31.8,112,Normal,0
173775,3,W_Completeren aanvraag+SCHEDULE,59:32.1,112,Normal,0
173778,0,A_SUBMITTED+COMPLETE,49:31.3,112,Normal,0
173778,1,A_PARTLYSUBMITTED+COMPLETE,49:31.5,112,Normal,0
173778,2,W_Afhandelen leads+SCHEDULE,50:11.4,112,Normal,0
173781,0,A_SUBMITTED+COMPLETE,10:34.3,112,Normal,0
173781,1,A_PARTLYSUBMITTED+COMPLETE,10:34.4,112,Normal,0
173781,2,A_PREACCEPTED+COMPLETE,11:13.9,112,Normal,0
173781,3,W_Completeren aanvraag+SCHEDULE,11:14.2,112,Normal,0
173784,0,A_SUBMITTED+COMPLETE,05:56.9,112,Normal,0
173784,1,A_PARTLYSUBMITTED+COMPLETE,05:57.0,112,Normal,0
173787,0,A_SUBMITTED+COMPLETE,06:01.6,112,Normal,0
173787,1,A_PARTLYSUBMITTED+COMPLETE,06:01.8,112,Normal,0
173784,2,A_PREACCEPTED+COMPLETE,06:42.5,112,Normal,0
173784,3,W_Completeren aanvraag+SCHEDULE,06:42.8,112,Normal,0
173787,2,A_PREACCEPTED+COMPLETE,06:46.5,112,Normal,0
173787,3,W_Completeren aanvraag+SCHEDULE,06:46.9,112,Normal,0
173790,0,A_SUBMITTED+COMPLETE,14:15.4,112,Normal,0
173790,1,A_PARTLYSUBMITTED+COMPLETE,14:15.6,112,Normal,0
173790,2,A_PREACCEPTED+COMPLETE,14:57.9,112,Normal,0
173790,3,W_Completeren aanvraag+SCHEDULE,14:58.2,112,Normal,0
173793,0,A_SUBMITTED+COMPLETE,32:46.3,112,Normal,0
173793,1,A_PARTLYSUBMITTED+COMPLETE,32:46.5,112,Normal,0
173793,2,A_PREACCEPTED+COMPLETE,33:28.9,112,Normal,0
173793,3,W_Completeren aanvraag+SCHEDULE,33:29.2,112,Normal,0
173796,0,A_SUBMITTED+COMPLETE,19:11.8,112,Normal,0
173796,1,A_PARTLYSUBMITTED+COMPLETE,19:12.3,112,Normal,0
173796,2,A_PREACCEPTED+COMPLETE,19:54.3,112,Normal,0
173796,3,W_Completeren aanvraag+SCHEDULE,19:54.6,112,Normal,0
173799,0,A_SUBMITTED+COMPLETE,27:34.5,112,Normal,0
173799,1,A_PARTLYSUBMITTED+COMPLETE,27:34.6,112,Normal,0
173799,2,A_PREACCEPTED+COMPLETE,28:25.4,112,Normal,0
173799,3,W_Completeren aanvraag+SCHEDULE,28:25.8,112,Normal,0
173802,0,A_SUBMITTED+COMPLETE,35:21.1,112,Normal,0
173802,1,A_PARTLYSUBMITTED+COMPLETE,35:21.2,112,Normal,0
173802,2,W_Afhandelen leads+SCHEDULE,36:08.1,112,Normal,0
173805,0,A_SUBMITTED+COMPLETE,07:54.7,112,Normal,0
173805,1,A_PARTLYSUBMITTED+COMPLETE,07:54.9,112,Normal,0
173805,2,A_PREACCEPTED+COMPLETE,08:44.7,112,Normal,0
173805,3,W_Completeren aanvraag+SCHEDULE,08:45.1,112,Normal,0
173808,0,A_SUBMITTED+COMPLETE,24:59.0,112,Normal,0
173808,1,A_PARTLYSUBMITTED+COMPLETE,24:59.1,112,Normal,0
173808,2,A_DECLINED+COMPLETE,25:39.8,112,Normal,0
173811,0,A_SUBMITTED+COMPLETE,59:29.2,112,Normal,0
173811,1,A_PARTLYSUBMITTED+COMPLETE,59:29.7,112,Normal,0
173811,2,W_Afhandelen leads+SCHEDULE,00:06.1,112,Normal,0
173814,0,A_SUBMITTED+COMPLETE,01:43.5,112,Normal,0
173814,1,A_PARTLYSUBMITTED+COMPLETE,01:43.7,112,Normal,0
